kind,page_href,page_title,h1,nav_text,local_id,official_id,ordinal_in_page,official_caption_or_headers,caption_status,nearest_heading,context_en,rows,cols,n_imgs,workflow_phase,practical_reading_ja,mlflow_links,source_page_url,source_repo_url,image_storage_policy
figure,birthdays/birthdays.html,Model building: Time-series decomposition for birthdays – Bayesian Workflow book,Model building: Time-series decomposition for birthdays,Ch 27: Model building: Time-series decomposition for birthdays,birthdays-birthdays/fig-births-fit8rhs-residuals,fig-births-fit8rhs-residuals,42,Figure 42,label_only,5.1.12 Residual analysis,We can get further ideas for how to improve the model also by looking at the residuals.,,,1,LOO-CV / model comparison,elpd差だけでなくSEとPareto-kを読み、勝敗より『どのデータ点で負けるか』を確認する。,"loo_elpd, loo_elpd_diff, loo_se_diff, pareto_k_gt_0_7, reloo_count",https://avehtari.github.io/Bayesian-Workflow/birthdays/birthdays.html#fig-births-fit8rhs-residuals,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/birthdays/birthdays.R,link_only_no_binary_copy_for_crc_book_site
figure,birthdays/birthdays.html,Model building: Time-series decomposition for birthdays – Bayesian Workflow book,Model building: Time-series decomposition for birthdays,Ch 27: Model building: Time-series decomposition for birthdays,birthdays-birthdays/fig-births-pth8rhs-vs-fit8rhs-2,fig-births-pth8rhs-vs-fit8rhs-2,43,Figure 43,label_only,5.1.12 Residual analysis,"Compare the mean and sd of some parameters from Pathfinder and MCMC. In this case, we are using the non-resampled Pathfinder draws.",,,1,Posterior summary / effect interpretation,推定効果・不確実性・派生量を意思決定に接続する。平均だけでなく区間・分布・実務閾値超過確率を残す。,"posterior_draws_uri, model_code_hash, ci_width, decision_threshold_prob",https://avehtari.github.io/Bayesian-Workflow/birthdays/birthdays.html#fig-births-pth8rhs-vs-fit8rhs-2,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/birthdays/birthdays.R,link_only_no_binary_copy_for_crc_book_site
figure,birthdays/birthdays.html,Model building: Time-series decomposition for birthdays – Bayesian Workflow book,Model building: Time-series decomposition for birthdays,Ch 27: Model building: Time-series decomposition for birthdays,birthdays-birthdays/fig-births-pth8rhs-vs-fit8rhs-sd-ratio,fig-births-pth8rhs-vs-fit8rhs-sd-ratio,44,Figure 44,label_only,5.1.12 Residual analysis,"Plot the sd from Pathfinder divided by sd from MCMC. We see that for some parameters the order of magnitude is fine, but for some sd is underestimated by 2-3 orders of magnitude, w",,,1,Model development / debugging,小さいモデルから始め、失敗runを観察しながらモデル族・prior・データ処理を段階的に拡張する。,"iteration_id, change_reason, failure_mode, hypothesis, next_action",https://avehtari.github.io/Bayesian-Workflow/birthdays/birthdays.html#fig-births-pth8rhs-vs-fit8rhs-sd-ratio,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/birthdays/birthdays.R,link_only_no_binary_copy_for_crc_book_site
figure,birthdays/birthdays.html,Model building: Time-series decomposition for birthdays – Bayesian Workflow book,Model building: Time-series decomposition for birthdays,Ch 27: Model building: Time-series decomposition for birthdays,birthdays-birthdays/fig-births-pth1b-vs-fit1b-sd-ratio,fig-births-pth1b-vs-fit1b-sd-ratio,45,Figure 45,label_only,5.1.12 Residual analysis,"In case of simpler models, Pathfinder estimates can be much better. For example, for the model 1b we get the following",,,1,Model development / debugging,小さいモデルから始め、失敗runを観察しながらモデル族・prior・データ処理を段階的に拡張する。,"iteration_id, change_reason, failure_mode, hypothesis, next_action",https://avehtari.github.io/Bayesian-Workflow/birthdays/birthdays.html#fig-births-pth1b-vs-fit1b-sd-ratio,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/birthdays/birthdays.R,link_only_no_binary_copy_for_crc_book_site
figure,birthdays/birthdays.html,Model building: Time-series decomposition for birthdays – Bayesian Workflow book,Model building: Time-series decomposition for birthdays,Ch 27: Model building: Time-series decomposition for birthdays,birthdays-birthdays/fig-births-fit8tnu-day-of-year,fig-births-fit8tnu-day-of-year,46,Figure 46,label_only,5.1.13 More accurate inference,"Using this final model which is the best model based on LOO-CV comparison, we show the day of year effect with 90% posterior intervals.",,,1,Posterior summary / effect interpretation,推定効果・不確実性・派生量を意思決定に接続する。平均だけでなく区間・分布・実務閾値超過確率を残す。,"posterior_draws_uri, model_code_hash, ci_width, decision_threshold_prob",https://avehtari.github.io/Bayesian-Workflow/birthdays/birthdays.html#fig-births-fit8tnu-day-of-year,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/birthdays/birthdays.R,link_only_no_binary_copy_for_crc_book_site
table,birthdays/birthdays.html,Model building: Time-series decomposition for birthdays – Bayesian Workflow book,Model building: Time-series decomposition for birthdays,Ch 27: Model building: Time-series decomposition for birthdays,birthdays-birthdays/tinytable_jahi1my9jhtktx6tj6tx,tinytable_jahi1my9jhtktx6tj6tx,1,intercept; sigma_f1; lengthscale_f1; sigma; -0.056; 1.1; 0.18; 0.81,descriptive_or_headers,5.1 Model 1: Slow trend,Check whether parameters have reasonable values,2,4,,Model development / debugging,小さいモデルから始め、失敗runを観察しながらモデル族・prior・データ処理を段階的に拡張する。,"iteration_id, change_reason, failure_mode, hypothesis, next_action",https://avehtari.github.io/Bayesian-Workflow/birthdays/birthdays.html#tinytable_jahi1my9jhtktx6tj6tx,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/birthdays/birthdays.R,link_only_no_binary_copy_for_crc_book_site
table,birthdays/birthdays.html,Model building: Time-series decomposition for birthdays – Bayesian Workflow book,Model building: Time-series decomposition for birthdays,Ch 27: Model building: Time-series decomposition for birthdays,birthdays-birthdays/tinytable_ghd9j0ad1brfztzddynh,tinytable_ghd9j0ad1brfztzddynh,2,variable; mean; median; sd; mad; q5; q95; intercept,descriptive_or_headers,5.1 Model 1: Slow trend,"Check whether parameters have reasonable values. With Laplace method, we get also some information about the uncertainty in the posterior.",5,7,,Posterior summary / effect interpretation,推定効果・不確実性・派生量を意思決定に接続する。平均だけでなく区間・分布・実務閾値超過確率を残す。,"posterior_draws_uri, model_code_hash, ci_width, decision_threshold_prob",https://avehtari.github.io/Bayesian-Workflow/birthdays/birthdays.html#tinytable_ghd9j0ad1brfztzddynh,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/birthdays/birthdays.R,link_only_no_binary_copy_for_crc_book_site
table,birthdays/birthdays.html,Model building: Time-series decomposition for birthdays – Bayesian Workflow book,Model building: Time-series decomposition for birthdays,Ch 27: Model building: Time-series decomposition for birthdays,birthdays-birthdays/tinytable_b3pqaxxp0yjp6juz88s3,tinytable_b3pqaxxp0yjp6juz88s3,3,variable; khat; min_ss; khat_threshold; convergence_rate; w; 1.6; Inf,descriptive_or_headers,5.1 Model 1: Slow trend,"At the moment, the Laplace method doesn’t automatically run diagnostic to assess the quality of the normal approximation, but we can do it manually by checking the Pareto- \hat{k}",2,5,,MCMC / computation diagnostics,推論結果を解釈する前に、R-hat、ESS、divergence、treedepth、BFMI、trace/pairsを確認する。悪いrunは比較表から除外せず失敗として記録する。,"rhat_max, ess_bulk_min, ess_tail_min, divergences, treedepth_hits, bfmi_min",https://avehtari.github.io/Bayesian-Workflow/birthdays/birthdays.html#tinytable_b3pqaxxp0yjp6juz88s3,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/birthdays/birthdays.R,link_only_no_binary_copy_for_crc_book_site
table,birthdays/birthdays.html,Model building: Time-series decomposition for birthdays – Bayesian Workflow book,Model building: Time-series decomposition for birthdays,Ch 27: Model building: Time-series decomposition for birthdays,birthdays-birthdays/tinytable_ygoztowr90rsapprzotq,tinytable_ygoztowr90rsapprzotq,4,variable; n_distinct; lp__; 24,descriptive_or_headers,5.1 Model 1: Slow trend,"Pathfinder provides automatically Pareto- \hat{k} diagnostic which is high, indicating the normal approximation is not good. When Pareto- \hat{k} is very high the Pareto smoothed i",2,2,,LOO-CV / model comparison,elpd差だけでなくSEとPareto-kを読み、勝敗より『どのデータ点で負けるか』を確認する。,"loo_elpd, loo_elpd_diff, loo_se_diff, pareto_k_gt_0_7, reloo_count",https://avehtari.github.io/Bayesian-Workflow/birthdays/birthdays.html#tinytable_ygoztowr90rsapprzotq,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/birthdays/birthdays.R,link_only_no_binary_copy_for_crc_book_site
table,birthdays/birthdays.html,Model building: Time-series decomposition for birthdays – Bayesian Workflow book,Model building: Time-series decomposition for birthdays,Ch 27: Model building: Time-series decomposition for birthdays,birthdays-birthdays/tinytable_q76ul4zi967rn8msxqh8,tinytable_q76ul4zi967rn8msxqh8,5,variable; mean; median; sd; mad; q5; q95; intercept,descriptive_or_headers,5.1 Model 1: Slow trend,Check whether parameters have reasonable values,5,7,,Model development / debugging,小さいモデルから始め、失敗runを観察しながらモデル族・prior・データ処理を段階的に拡張する。,"iteration_id, change_reason, failure_mode, hypothesis, next_action",https://avehtari.github.io/Bayesian-Workflow/birthdays/birthdays.html#tinytable_q76ul4zi967rn8msxqh8,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/birthdays/birthdays.R,link_only_no_binary_copy_for_crc_book_site
table,birthdays/birthdays.html,Model building: Time-series decomposition for birthdays – Bayesian Workflow book,Model building: Time-series decomposition for birthdays,Ch 27: Model building: Time-series decomposition for birthdays,birthdays-birthdays/tinytable_8mz5a5qdyxvqnr4kufxa,tinytable_8mz5a5qdyxvqnr4kufxa,6,variable; mean; median; sd; mad; q5; q95; rhat,descriptive_or_headers,5.1 Model 1: Slow trend,In many of the following short MCMC samplings we get some or many divergences and usually very large number of treedepth exceedences. Divergences indicate possible bias and should,5,10,,MCMC / computation diagnostics,推論結果を解釈する前に、R-hat、ESS、divergence、treedepth、BFMI、trace/pairsを確認する。悪いrunは比較表から除外せず失敗として記録する。,"rhat_max, ess_bulk_min, ess_tail_min, divergences, treedepth_hits, bfmi_min",https://avehtari.github.io/Bayesian-Workflow/birthdays/birthdays.html#tinytable_8mz5a5qdyxvqnr4kufxa,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/birthdays/birthdays.R,link_only_no_binary_copy_for_crc_book_site
table,birthdays/birthdays.html,Model building: Time-series decomposition for birthdays – Bayesian Workflow book,Model building: Time-series decomposition for birthdays,Ch 27: Model building: Time-series decomposition for birthdays,birthdays-birthdays/tinytable_t2b19szgji5x5u2wualp,tinytable_t2b19szgji5x5u2wualp,7,variable; mean; median; sd; mad; q5; q95; rhat,descriptive_or_headers,5.1 Model 1: Slow trend,"The sampling is even faster, indicating that the strong posterior correlation in the first model was causing troubles for the adaptation in the short warmup.",4,10,,Posterior summary / effect interpretation,推定効果・不確実性・派生量を意思決定に接続する。平均だけでなく区間・分布・実務閾値超過確率を残す。,"posterior_draws_uri, model_code_hash, ci_width, decision_threshold_prob",https://avehtari.github.io/Bayesian-Workflow/birthdays/birthdays.html#tinytable_t2b19szgji5x5u2wualp,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/birthdays/birthdays.R,link_only_no_binary_copy_for_crc_book_site
table,birthdays/birthdays.html,Model building: Time-series decomposition for birthdays – Bayesian Workflow book,Model building: Time-series decomposition for birthdays,Ch 27: Model building: Time-series decomposition for birthdays,birthdays-birthdays/tinytable_j9xscf9lbmisy1lql4pw,tinytable_j9xscf9lbmisy1lql4pw,8,variable; n_distinct; lp__; 12,descriptive_or_headers,5.1.1 Model 2: Slow trend + yearly seasonal trend,Check whether parameters have reasonable values,2,2,,Model development / debugging,小さいモデルから始め、失敗runを観察しながらモデル族・prior・データ処理を段階的に拡張する。,"iteration_id, change_reason, failure_mode, hypothesis, next_action",https://avehtari.github.io/Bayesian-Workflow/birthdays/birthdays.html#tinytable_j9xscf9lbmisy1lql4pw,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/birthdays/birthdays.R,link_only_no_binary_copy_for_crc_book_site
table,birthdays/birthdays.html,Model building: Time-series decomposition for birthdays – Bayesian Workflow book,Model building: Time-series decomposition for birthdays,Ch 27: Model building: Time-series decomposition for birthdays,birthdays-birthdays/tinytable_fvq2rro22yz0to53ue9t,tinytable_fvq2rro22yz0to53ue9t,9,variable; mean; median; sd; mad; q5; q95; sigma_f1,descriptive_or_headers,5.1.1 Model 2: Slow trend + yearly seasonal trend,Check whether parameters have reasonable values,6,7,,Model development / debugging,小さいモデルから始め、失敗runを観察しながらモデル族・prior・データ処理を段階的に拡張する。,"iteration_id, change_reason, failure_mode, hypothesis, next_action",https://avehtari.github.io/Bayesian-Workflow/birthdays/birthdays.html#tinytable_fvq2rro22yz0to53ue9t,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/birthdays/birthdays.R,link_only_no_binary_copy_for_crc_book_site
table,birthdays/birthdays.html,Model building: Time-series decomposition for birthdays – Bayesian Workflow book,Model building: Time-series decomposition for birthdays,Ch 27: Model building: Time-series decomposition for birthdays,birthdays-birthdays/tinytable_pk0zs5kz55p8ermfs7kn,tinytable_pk0zs5kz55p8ermfs7kn,10,variable; mean; median; sd; mad; q5; q95; rhat,descriptive_or_headers,5.1.1 Model 2: Slow trend + yearly seasonal trend,Check whether parameters have reasonable values,6,10,,Model development / debugging,小さいモデルから始め、失敗runを観察しながらモデル族・prior・データ処理を段階的に拡張する。,"iteration_id, change_reason, failure_mode, hypothesis, next_action",https://avehtari.github.io/Bayesian-Workflow/birthdays/birthdays.html#tinytable_pk0zs5kz55p8ermfs7kn,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/birthdays/birthdays.R,link_only_no_binary_copy_for_crc_book_site
table,birthdays/birthdays.html,Model building: Time-series decomposition for birthdays – Bayesian Workflow book,Model building: Time-series decomposition for birthdays,Ch 27: Model building: Time-series decomposition for birthdays,birthdays-birthdays/tinytable_4ea6jrehxme661tu19y3,tinytable_4ea6jrehxme661tu19y3,11,variable; n_distinct; lp__; 8,descriptive_or_headers,5.1.2 Model 3: Slow trend + yearly seasonal trend + day of week,Check whether parameters have reasonable values,2,2,,Model development / debugging,小さいモデルから始め、失敗runを観察しながらモデル族・prior・データ処理を段階的に拡張する。,"iteration_id, change_reason, failure_mode, hypothesis, next_action",https://avehtari.github.io/Bayesian-Workflow/birthdays/birthdays.html#tinytable_4ea6jrehxme661tu19y3,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/birthdays/birthdays.R,link_only_no_binary_copy_for_crc_book_site
table,birthdays/birthdays.html,Model building: Time-series decomposition for birthdays – Bayesian Workflow book,Model building: Time-series decomposition for birthdays,Ch 27: Model building: Time-series decomposition for birthdays,birthdays-birthdays/tinytable_ef2hduaaqvo3vg5zzpco,tinytable_ef2hduaaqvo3vg5zzpco,12,variable; mean; median; sd; mad; q5; q95; sigma_f1,descriptive_or_headers,5.1.2 Model 3: Slow trend + yearly seasonal trend + day of week,Check whether parameters have reasonable values,12,7,,Model development / debugging,小さいモデルから始め、失敗runを観察しながらモデル族・prior・データ処理を段階的に拡張する。,"iteration_id, change_reason, failure_mode, hypothesis, next_action",https://avehtari.github.io/Bayesian-Workflow/birthdays/birthdays.html#tinytable_ef2hduaaqvo3vg5zzpco,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/birthdays/birthdays.R,link_only_no_binary_copy_for_crc_book_site
table,birthdays/birthdays.html,Model building: Time-series decomposition for birthdays – Bayesian Workflow book,Model building: Time-series decomposition for birthdays,Ch 27: Model building: Time-series decomposition for birthdays,birthdays-birthdays/tinytable_zmnxc3b23u0toxnxzy3q,tinytable_zmnxc3b23u0toxnxzy3q,13,variable; mean; median; sd; mad; q5; q95; rhat,descriptive_or_headers,5.1.2 Model 3: Slow trend + yearly seasonal trend + day of week,Check whether parameters have reasonable values,6,10,,Model development / debugging,小さいモデルから始め、失敗runを観察しながらモデル族・prior・データ処理を段階的に拡張する。,"iteration_id, change_reason, failure_mode, hypothesis, next_action",https://avehtari.github.io/Bayesian-Workflow/birthdays/birthdays.html#tinytable_zmnxc3b23u0toxnxzy3q,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/birthdays/birthdays.R,link_only_no_binary_copy_for_crc_book_site
table,birthdays/birthdays.html,Model building: Time-series decomposition for birthdays – Bayesian Workflow book,Model building: Time-series decomposition for birthdays,Ch 27: Model building: Time-series decomposition for birthdays,birthdays-birthdays/tinytable_700m8wnm1hdi70qso11z,tinytable_700m8wnm1hdi70qso11z,14,variable; mean; median; sd; mad; q5; q95; rhat,descriptive_or_headers,5.1.2 Model 3: Slow trend + yearly seasonal trend + day of week,Check whether parameters have reasonable values,7,10,,Model development / debugging,小さいモデルから始め、失敗runを観察しながらモデル族・prior・データ処理を段階的に拡張する。,"iteration_id, change_reason, failure_mode, hypothesis, next_action",https://avehtari.github.io/Bayesian-Workflow/birthdays/birthdays.html#tinytable_700m8wnm1hdi70qso11z,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/birthdays/birthdays.R,link_only_no_binary_copy_for_crc_book_site
table,birthdays/birthdays.html,Model building: Time-series decomposition for birthdays – Bayesian Workflow book,Model building: Time-series decomposition for birthdays,Ch 27: Model building: Time-series decomposition for birthdays,birthdays-birthdays/tinytable_r7xz9el21lcku51rjugc,tinytable_r7xz9el21lcku51rjugc,15,variable; n_distinct; lp__; 10,descriptive_or_headers,5.1.3 Model 4: long term smooth + seasonal + weekday with increasing magnitude,Check whether parameters have reasonable values,2,2,,Model development / debugging,小さいモデルから始め、失敗runを観察しながらモデル族・prior・データ処理を段階的に拡張する。,"iteration_id, change_reason, failure_mode, hypothesis, next_action",https://avehtari.github.io/Bayesian-Workflow/birthdays/birthdays.html#tinytable_r7xz9el21lcku51rjugc,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/birthdays/birthdays.R,link_only_no_binary_copy_for_crc_book_site
table,birthdays/birthdays.html,Model building: Time-series decomposition for birthdays – Bayesian Workflow book,Model building: Time-series decomposition for birthdays,Ch 27: Model building: Time-series decomposition for birthdays,birthdays-birthdays/tinytable_3oiytf7rgyfjpl0n6vmg,tinytable_3oiytf7rgyfjpl0n6vmg,16,variable; mean; median; sd; mad; q5; q95; sigma_f1,descriptive_or_headers,5.1.3 Model 4: long term smooth + seasonal + weekday with increasing magnitude,Check whether parameters have reasonable values,14,7,,Model development / debugging,小さいモデルから始め、失敗runを観察しながらモデル族・prior・データ処理を段階的に拡張する。,"iteration_id, change_reason, failure_mode, hypothesis, next_action",https://avehtari.github.io/Bayesian-Workflow/birthdays/birthdays.html#tinytable_3oiytf7rgyfjpl0n6vmg,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/birthdays/birthdays.R,link_only_no_binary_copy_for_crc_book_site
table,birthdays/birthdays.html,Model building: Time-series decomposition for birthdays – Bayesian Workflow book,Model building: Time-series decomposition for birthdays,Ch 27: Model building: Time-series decomposition for birthdays,birthdays-birthdays/tinytable_g7jnezi7qk1r0tsdwttv,tinytable_g7jnezi7qk1r0tsdwttv,17,variable; mean; median; sd; mad; q5; q95; rhat,descriptive_or_headers,5.1.3 Model 4: long term smooth + seasonal + weekday with increasing magnitude,Check whether parameters have reasonable values,8,10,,Model development / debugging,小さいモデルから始め、失敗runを観察しながらモデル族・prior・データ処理を段階的に拡張する。,"iteration_id, change_reason, failure_mode, hypothesis, next_action",https://avehtari.github.io/Bayesian-Workflow/birthdays/birthdays.html#tinytable_g7jnezi7qk1r0tsdwttv,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/birthdays/birthdays.R,link_only_no_binary_copy_for_crc_book_site
table,birthdays/birthdays.html,Model building: Time-series decomposition for birthdays – Bayesian Workflow book,Model building: Time-series decomposition for birthdays,Ch 27: Model building: Time-series decomposition for birthdays,birthdays-birthdays/tinytable_0shee83hwf1ug41bvs5g,tinytable_0shee83hwf1ug41bvs5g,18,variable; mean; median; sd; mad; q5; q95; rhat,descriptive_or_headers,5.1.3 Model 4: long term smooth + seasonal + weekday with increasing magnitude,Check whether parameters have reasonable values,7,10,,Model development / debugging,小さいモデルから始め、失敗runを観察しながらモデル族・prior・データ処理を段階的に拡張する。,"iteration_id, change_reason, failure_mode, hypothesis, next_action",https://avehtari.github.io/Bayesian-Workflow/birthdays/birthdays.html#tinytable_0shee83hwf1ug41bvs5g,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/birthdays/birthdays.R,link_only_no_binary_copy_for_crc_book_site
table,birthdays/birthdays.html,Model building: Time-series decomposition for birthdays – Bayesian Workflow book,Model building: Time-series decomposition for birthdays,Ch 27: Model building: Time-series decomposition for birthdays,birthdays-birthdays/tinytable_xwzqoyvzj02g0vq3z3s5,tinytable_xwzqoyvzj02g0vq3z3s5,19,variable; n_distinct; lp__; 1,descriptive_or_headers,5.1.4 Model 5: long term smooth + seasonal + weekday with time dependent magnitude + day of year RHS,Check whether parameters have reasonable values,2,2,,Model development / debugging,小さいモデルから始め、失敗runを観察しながらモデル族・prior・データ処理を段階的に拡張する。,"iteration_id, change_reason, failure_mode, hypothesis, next_action",https://avehtari.github.io/Bayesian-Workflow/birthdays/birthdays.html#tinytable_xwzqoyvzj02g0vq3z3s5,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/birthdays/birthdays.R,link_only_no_binary_copy_for_crc_book_site
table,birthdays/birthdays.html,Model building: Time-series decomposition for birthdays – Bayesian Workflow book,Model building: Time-series decomposition for birthdays,Ch 27: Model building: Time-series decomposition for birthdays,birthdays-birthdays/tinytable_5vyp3hrrvtvekd3xweap,tinytable_5vyp3hrrvtvekd3xweap,20,variable; mean; median; sd; mad; q5; q95; sigma_f1,descriptive_or_headers,5.1.4 Model 5: long term smooth + seasonal + weekday with time dependent magnitude + day of year RHS,Check whether parameters have reasonable values,8,7,,Model development / debugging,小さいモデルから始め、失敗runを観察しながらモデル族・prior・データ処理を段階的に拡張する。,"iteration_id, change_reason, failure_mode, hypothesis, next_action",https://avehtari.github.io/Bayesian-Workflow/birthdays/birthdays.html#tinytable_5vyp3hrrvtvekd3xweap,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/birthdays/birthdays.R,link_only_no_binary_copy_for_crc_book_site
table,birthdays/birthdays.html,Model building: Time-series decomposition for birthdays – Bayesian Workflow book,Model building: Time-series decomposition for birthdays,Ch 27: Model building: Time-series decomposition for birthdays,birthdays-birthdays/tinytable_14s0r97jx44ssaqvpj3j,tinytable_14s0r97jx44ssaqvpj3j,21,variable; mean; median; sd; mad; q5; q95; beta_f3[1],descriptive_or_headers,5.1.4 Model 5: long term smooth + seasonal + weekday with time dependent magnitude + day of year RHS,Check whether parameters have reasonable values,7,7,,Model development / debugging,小さいモデルから始め、失敗runを観察しながらモデル族・prior・データ処理を段階的に拡張する。,"iteration_id, change_reason, failure_mode, hypothesis, next_action",https://avehtari.github.io/Bayesian-Workflow/birthdays/birthdays.html#tinytable_14s0r97jx44ssaqvpj3j,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/birthdays/birthdays.R,link_only_no_binary_copy_for_crc_book_site
table,birthdays/birthdays.html,Model building: Time-series decomposition for birthdays – Bayesian Workflow book,Model building: Time-series decomposition for birthdays,Ch 27: Model building: Time-series decomposition for birthdays,birthdays-birthdays/tinytable_dm91jh6v84eb9e9p07ms,tinytable_dm91jh6v84eb9e9p07ms,22,variable; n_distinct; lp__; 400,descriptive_or_headers,5.1.4 Model 5: long term smooth + seasonal + weekday with time dependent magnitude + day of year RHS,"We check the number of distinct draws, which is now higher (no resampling).",2,2,,Posterior summary / effect interpretation,推定効果・不確実性・派生量を意思決定に接続する。平均だけでなく区間・分布・実務閾値超過確率を残す。,"posterior_draws_uri, model_code_hash, ci_width, decision_threshold_prob",https://avehtari.github.io/Bayesian-Workflow/birthdays/birthdays.html#tinytable_dm91jh6v84eb9e9p07ms,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/birthdays/birthdays.R,link_only_no_binary_copy_for_crc_book_site
table,birthdays/birthdays.html,Model building: Time-series decomposition for birthdays – Bayesian Workflow book,Model building: Time-series decomposition for birthdays,Ch 27: Model building: Time-series decomposition for birthdays,birthdays-birthdays/tinytable_gms1kf0x2y3jz99po2zg,tinytable_gms1kf0x2y3jz99po2zg,23,variable; n_distinct; lp__; 4,descriptive_or_headers,5.1.4 Model 5: long term smooth + seasonal + weekday with time dependent magnitude + day of year RHS,We have now 4 distinct draws.,2,2,,Posterior summary / effect interpretation,推定効果・不確実性・派生量を意思決定に接続する。平均だけでなく区間・分布・実務閾値超過確率を残す。,"posterior_draws_uri, model_code_hash, ci_width, decision_threshold_prob",https://avehtari.github.io/Bayesian-Workflow/birthdays/birthdays.html#tinytable_gms1kf0x2y3jz99po2zg,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/birthdays/birthdays.R,link_only_no_binary_copy_for_crc_book_site
table,birthdays/birthdays.html,Model building: Time-series decomposition for birthdays – Bayesian Workflow book,Model building: Time-series decomposition for birthdays,Ch 27: Model building: Time-series decomposition for birthdays,birthdays-birthdays/tinytable_dlz65gsjagxdjmfeqrz9,tinytable_dlz65gsjagxdjmfeqrz9,24,variable; mean; median; sd; mad; q5; q95; rhat,descriptive_or_headers,5.1.4 Model 5: long term smooth + seasonal + weekday with time dependent magnitude + day of year RHS,Check whether parameters have reasonable values,8,10,,Model development / debugging,小さいモデルから始め、失敗runを観察しながらモデル族・prior・データ処理を段階的に拡張する。,"iteration_id, change_reason, failure_mode, hypothesis, next_action",https://avehtari.github.io/Bayesian-Workflow/birthdays/birthdays.html#tinytable_dlz65gsjagxdjmfeqrz9,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/birthdays/birthdays.R,link_only_no_binary_copy_for_crc_book_site
table,birthdays/birthdays.html,Model building: Time-series decomposition for birthdays – Bayesian Workflow book,Model building: Time-series decomposition for birthdays,Ch 27: Model building: Time-series decomposition for birthdays,birthdays-birthdays/tinytable_s6plvs9i0bdcvkp5fkxo,tinytable_s6plvs9i0bdcvkp5fkxo,25,variable; mean; median; sd; mad; q5; q95; rhat,descriptive_or_headers,5.1.4 Model 5: long term smooth + seasonal + weekday with time dependent magnitude + day of year RHS,Check whether parameters have reasonable values,7,10,,Model development / debugging,小さいモデルから始め、失敗runを観察しながらモデル族・prior・データ処理を段階的に拡張する。,"iteration_id, change_reason, failure_mode, hypothesis, next_action",https://avehtari.github.io/Bayesian-Workflow/birthdays/birthdays.html#tinytable_s6plvs9i0bdcvkp5fkxo,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/birthdays/birthdays.R,link_only_no_binary_copy_for_crc_book_site
